3	PUT	/v2/programs	844	5b7b226964223a31302c226e616d65223a226e616d6531222c22726f746f72547970654964223a3236352c2273657456616c756573223a5b7b2270726f63657373696e6754696d65223a36302c22726366223a32372c2274656d7065726174757265223a302c22616363656c65726174696f6e50726f66696c65223a312c22646563656c65726174696f6e50726f66696c65223a302c22736c6f775374617274456e61626c6564223a747275652c22736c6f7753746f70456e61626c6564223a747275652c2274696d65724f7074696f6e223a317d2c7b2270726f63657373696e6754696d65223a39302c22726366223a3430302c2274656d7065726174757265223a302c22616363656c65726174696f6e50726f66696c65223a312c22646563656c65726174696f6e50726f66696c65223a302c22736c6f775374617274456e61626c6564223a747275652c22736c6f7753746f70456e61626c6564223a747275652c2274696d65724f7074696f6e223a317d2c7b2270726f63657373696e6754696d65223a36302c22726366223a32372c2274656d7065726174757265223a302c22616363656c65726174696f6e50726f66696c65223a312c22646563656c65726174696f6e50726f66696c65223a362c22736c6f775374617274456e61626c6564223a747275652c22736c6f7753746f70456e61626c6564223a747275652c2274696d65724f7074696f6e223a317d5d2c22626172636f6465223a2231323334353637222c2270726f66696c655365744964223a302c22636f6c6f72436f6465223a2223623263656539227d2c7b226964223a31332c226e616d65223a226e616d65222c22726f746f72547970654964223a3236372c2273657456616c756573223a5b7b2270726f63657373696e6754696d65223a36302c2272706d223a3530302c2274656d7065726174757265223a32302c22616363656c65726174696f6e50726f66696c65223a312c22646563656c65726174696f6e50726f66696c65223a302c22736c6f775374617274456e61626c6564223a747275652c22736c6f7753746f70456e61626c6564223a747275652c2274696d65724f7074696f6e223a317d5d2c22626172636f6465223a22313233343536222c2270726f66696c655365744964223a307d5d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
9	PUT	/v2/result-codes/blood-bags	107	5b7b226964223a312c22626172636f6465223a22656e64227d2c7b226964223a322c22626172636f6465223a226572726f72227d2c7b226964223a332c22626172636f6465223a2273746f70227d2c7b226964223a342c22626172636f6465223a226572726f7231227d5d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
15	PUT	/v2/result-codes/runs	24	5b7b226964223a322c22626172636f6465223a2231227d5d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
21	PUT	/v2/blood-bags/whitelist	2	5b5d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
27	PUT	/v2/config/barcode-validation	68	7b227265676578223a22222c226973627431323856616c69646174696f6e223a66616c73652c22757365426c6f6f644261677357686974654c697374223a66616c73657d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
35	PUT	/v2/config/gmp	186	7b227363616e55736572496441745374617274223a747275652c227363616e5573657249644174556e6c6f6164223a747275652c227363616e526573756c74436f646573466f7242616773223a747275652c227363616e526573756c74436f6465466f7243656e7472696675676174696f6e223a747275652c226164646974696f6e616c5573657250494e41757468656e7469636174696f6e223a66616c73652c22636865636b54656d7065726174757265223a66616c73657d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
42	PUT	/v2/config/user-pin	37	7b226c656e677468223a342c2274696d656f7574223a302c22617474656d707473223a307d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
49	PUT	/v2/config/locking	17	7b226572726f72436f646573223a5b5d7d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
56	PUT	/v2/date-time	35	7b226461746554696d65223a22323032362d30332d31325431313a30303a32355a227d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
63	PUT	/v2/users/lock-users	14	7b2275736572496473223a5b5d7d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
70	PUT	/v2/users/unlock-users	14	7b2275736572496473223a5b5d7d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
76	PUT	/v2/sync-mode	16	7b22616374697665223a66616c73657d	Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
80	GET	/v2/sync-mode			Mozilla/3.0 (compatible; Indy Library)	192.168.29.215:800
